FileName,Method,Precision,OriFileSize,CompressedSize,CompressionRatio,Qfsize,CompressedQfsize,Compressiontime,Decompressiontime,Dataset
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/DCQ_1_26_1800_3600.f32,lpaq,0.001,673920000,157660058,4.274513,168480000,151031735,569.783308,527.248561,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/DCQ_1_26_1800_3600.f32,mac,0.001,673920000,169264065,3.981471,168480000,162642753,160.392052,122.880221,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/DCQ_1_26_1800_3600.f32,orisz,0.001,673920000,180796425,3.727507,168480000,183448956,73.12993900000002,10.901201,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/DCQ_1_26_1800_3600.f32,zfp,0.001,673920000,365561928,1.843518015366196,/,/,7.956578016281128,5.234559774398804,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/DCQ_1_26_1800_3600.f32,adt_fse,0.01,673920000,122348771,5.508188,168480000,119037359,57.654329,17.371998,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/DCQ_1_26_1800_3600.f32,lpaq,0.01,673920000,101383476,6.647237,168480000,96395598,483.252105,469.98052800000005,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/DCQ_1_26_1800_3600.f32,mac,0.01,673920000,100784772,6.686724000000001,168480000,95798724,106.82505,89.89348299999997,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/DCQ_1_26_1800_3600.f32,orisz,0.01,673920000,115922804,5.813524,168480000,119869543,51.005568,9.771226,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/DCQ_1_26_1800_3600.f32,zfp,0.01,673920000,304942680,2.209989103525948,/,/,5.399648904800415,4.760145664215088,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/GCLDLWP_1_26_1800_3600.f32,adt_fse,0.0001,673920000,242818596,2.775405,168480000,240745503,123.411019,21.724579,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/GCLDLWP_1_26_1800_3600.f32,lpaq,0.0001,673920000,209133583,3.222438,168480000,205129807,671.287361,606.022872,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/GCLDLWP_1_26_1800_3600.f32,mac,0.0001,673920000,238944396,2.820405,168480000,234938631,227.336552,159.605276,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/GCLDLWP_1_26_1800_3600.f32,orisz,0.0001,673920000,238610989,2.824346,168480000,241188055,87.890292,13.783204,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/GCLDLWP_1_26_1800_3600.f32,zfp,0.0001,673920000,310128640,2.1730337449646697,/,/,7.184548139572144,4.619996547698975,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/GCLDLWP_1_26_1800_3600.f32,adt_fse,0.001,673920000,171561615,3.928151,168480000,167817680,81.90727199999998,19.822527,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/GCLDLWP_1_26_1800_3600.f32,lpaq,0.001,673920000,140728274,4.788803,168480000,136360376,537.063956,494.412089,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/GCLDLWP_1_26_1800_3600.f32,mac,0.001,673920000,146814355,4.590287,168480000,142446221,148.758816,112.155856,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/GCLDLWP_1_26_1800_3600.f32,orisz,0.001,673920000,164977922,4.08491,168480000,167896326,65.935813,10.593355,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/GCLDLWP_1_26_1800_3600.f32,zfp,0.001,673920000,310128640,2.1730337449646697,/,/,6.096760511398315,4.4980292320251465,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/GCLDLWP_1_26_1800_3600.f32,adt_fse,0.01,673920000,104263831,6.463603,168480000,101887387,47.060358,18.12143,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/GCLDLWP_1_26_1800_3600.f32,lpaq,0.01,673920000,85561031,7.876483,168480000,82830948,447.548063,428.534995,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/GCLDLWP_1_26_1800_3600.f32,mac,0.01,673920000,83517772,8.069181,168480000,80780050,91.147688,76.82308,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/GCLDLWP_1_26_1800_3600.f32,orisz,0.01,673920000,98124112,6.868036999999998,168480000,102526475,42.961723,9.101316,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/GCLDLWP_1_26_1800_3600.f32,zfp,0.01,673920000,310123080,2.173072703908397,/,/,5.462656259536743,4.861450672149658,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDIWP_1_26_1800_3600.f32,adt_fse,0.0001,673920000,271106321,2.485814,168480000,269022785,259.95648700000004,84.899728,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDIWP_1_26_1800_3600.f32,lpaq,0.0001,673920000,247286035,2.7252650000000003,168480000,241795259,708.0327219999998,644.206368,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDIWP_1_26_1800_3600.f32,mac,0.0001,673920000,265933613,2.534166,168480000,260442273,234.796489,162.628772,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDIWP_1_26_1800_3600.f32,orisz,0.0001,673920000,269290068,2.50258,168480000,270531262,99.142279,15.9059,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDIWP_1_26_1800_3600.f32,zfp,0.0001,673920000,321712128,2.0947920247507734,/,/,10.75287914276123,5.298346996307373,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDIWP_1_26_1800_3600.f32,adt_fse,0.001,673920000,200315673,3.36429,168480000,198338839,91.595381,21.037465,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDIWP_1_26_1800_3600.f32,lpaq,0.001,673920000,175152408,3.847621,168480000,172181940,580.939675,564.9055139999998,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDIWP_1_26_1800_3600.f32,mac,0.001,673920000,190399137,3.539512,168480000,187426363,179.293836,137.874147,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDIWP_1_26_1800_3600.f32,orisz,0.001,673920000,195373072,3.4494010000000004,168480000,198264697,74.160201,9.950956,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDIWP_1_26_1800_3600.f32,zfp,0.001,673920000,321712128,2.0947920247507734,/,/,6.867453575134277,7.118773937225343,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDIWP_1_26_1800_3600.f32,adt_fse,0.01,673920000,130833094,5.15099,168480000,129835317,60.012236,19.318851,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDIWP_1_26_1800_3600.f32,lpaq,0.01,673920000,111688905,6.033903,168480000,110090459,475.60509,461.728101,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDIWP_1_26_1800_3600.f32,mac,0.01,673920000,110940862,6.0745879999999985,168480000,109340704,122.163618,100.083223,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDIWP_1_26_1800_3600.f32,orisz,0.01,673920000,126533103,5.326037,168480000,130290880,49.18429,10.384472,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDIWP_1_26_1800_3600.f32,zfp,0.01,673920000,321705528,2.094835000783698,/,/,5.36141562461853,4.576378345489502,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDTWP_1_26_1800_3600.f32,adt_fse,0.0001,673920000,258571012,2.606325,168480000,257834390,122.697009,20.839863,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDTWP_1_26_1800_3600.f32,lpaq,0.0001,673920000,235865230,2.857225,168480000,232063077,712.981403,646.0642780000002,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDTWP_1_26_1800_3600.f32,mac,0.0001,673920000,264627279,2.546676,168480000,260824958,229.058678,168.188629,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDTWP_1_26_1800_3600.f32,orisz,0.0001,673920000,256239688,2.6300380000000003,168480000,258130729,95.640754,14.706046,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDTWP_1_26_1800_3600.f32,zfp,0.0001,673920000,331747328,2.0314255552949017,/,/,8.979260683059694,11.036519289016724,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDTWP_1_26_1800_3600.f32,adt_fse,0.001,673920000,188256808,3.579791,168480000,184842429,87.730145,19.540524,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDTWP_1_26_1800_3600.f32,lpaq,0.001,673920000,165497564,4.0720839999999985,168480000,161107284,581.544983,530.1890530000002,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDTWP_1_26_1800_3600.f32,mac,0.001,673920000,172603676,3.904436,168480000,168214908,156.59676399999995,115.038396,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDTWP_1_26_1800_3600.f32,orisz,0.001,673920000,183268001,3.677238,168480000,184647765,79.711641,10.731919,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDTWP_1_26_1800_3600.f32,zfp,0.001,673920000,331743232,2.0314506370999603,/,/,8.577663898468018,6.257539510726929,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDTWP_1_26_1800_3600.f32,adt_fse,0.01,673920000,118592182,5.682668,168480000,116434399,51.326607,17.712509,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDTWP_1_26_1800_3600.f32,lpaq,0.01,673920000,102779620,6.5569419999999985,168480000,100072029,448.529279,425.470944,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDTWP_1_26_1800_3600.f32,mac,0.01,673920000,100137042,6.729977000000001,168480000,97431424,97.457469,82.355241,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDTWP_1_26_1800_3600.f32,orisz,0.01,673920000,114669618,5.877058,168480000,116906469,44.915535,9.17068,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/ICLDTWP_1_26_1800_3600.f32,zfp,0.01,673920000,324632728,2.0759459594597622,/,/,5.25474214553833,4.652435064315796,CESM-ATM
CESM-ATM/SDRBENCH-CESM-ATM-26x1800x3600/QC_1_26_1800_3600.f32,adt_fse,0.0001,673920000,160171580,4.207488,168480000,160402114,149.782803,17.23191,CESM-ATM
